                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                 1.2718,                 1.3104,                0.94435,                0.42421,                0.19367,                0.21969,                 0.1044,                 2.2839,                 3.3274,                 1.4746,              0.0047644,              0.0047644,              0.0047644
                     44,                 1.2431,                 1.2916,                0.94136,                0.38468,                0.20971,                0.23453,                0.11409,                 2.2792,                 3.4679,                 1.4874,              0.0047533,              0.0047533,              0.0047533
                     45,                 1.2477,                 1.2733,                0.93963,                0.41471,                0.19832,                0.22191,                0.10337,                 2.2848,                 3.4311,                 1.5169,              0.0047419,              0.0047419,              0.0047419
                     46,                 1.2415,                 1.2901,                0.94019,                 0.4016,                0.20193,                0.23866,                 0.1159,                 2.2481,                 3.3858,                 1.4486,              0.0047302,              0.0047302,              0.0047302
                     47,                  1.251,                 1.2707,                0.94235,                0.37071,                0.21244,                  0.247,                  0.122,                 2.2582,                 3.5466,                 1.5105,              0.0047184,              0.0047184,              0.0047184
                     48,                 1.2329,                 1.2652,                0.93891,                 0.3669,                0.20633,                0.23156,                0.10851,                 2.2764,                 3.5223,                 1.4782,              0.0047062,              0.0047062,              0.0047062
                     49,                 1.2243,                  1.244,                0.93172,                 0.3638,                0.21076,                0.23507,                0.11263,                 2.2346,                  3.593,                 1.4758,              0.0046939,              0.0046939,              0.0046939
                     50,                 1.2262,                 1.2466,                0.92794,                 0.3526,                0.20664,                0.22621,                0.10109,                 2.3286,                  3.574,                 1.4734,              0.0046813,              0.0046813,              0.0046813
                     51,                 1.2047,                 1.2348,                0.92501,                0.35524,                0.20099,                 0.2289,                0.10836,                 2.2666,                 3.5323,                  1.458,              0.0046684,              0.0046684,              0.0046684
                     52,                 1.1942,                 1.2244,                0.92289,                0.40176,                0.21146,                0.24611,                0.12237,                 2.2575,                 3.3903,                 1.4286,              0.0046553,              0.0046553,              0.0046553
                     53,                 1.1949,                 1.2177,                0.92156,                0.38729,                0.19343,                0.22342,                0.10212,                 2.3045,                 3.4066,                 1.4181,               0.004642,               0.004642,               0.004642
                     54,                 1.1672,                 1.2043,                0.91841,                0.37439,                 0.2062,                0.23419,                0.11529,                 2.2674,                  3.446,                 1.4467,              0.0046285,              0.0046285,              0.0046285
                     55,                 1.1738,                 1.1953,                0.91495,                0.40437,                0.19889,                0.23168,                0.10738,                  2.307,                 3.5101,                 1.4742,              0.0046147,              0.0046147,              0.0046147
                     56,                 1.1517,                 1.1738,                0.91394,                0.36802,                0.19891,                0.23181,                0.11024,                 2.2895,                 3.5145,                 1.4852,              0.0046007,              0.0046007,              0.0046007
                     57,                  1.126,                 1.1681,                0.90696,                0.36923,                0.19369,                 0.2417,                0.11757,                 2.2699,                 3.7835,                 1.4305,              0.0045865,              0.0045865,              0.0045865
                     58,                 1.1328,                 1.1688,                0.90748,                0.41516,                0.19815,                0.23953,                0.11446,                 2.3445,                 3.5864,                 1.4604,               0.004572,               0.004572,               0.004572
                     59,                 1.1209,                 1.1554,                0.90688,                0.38949,                0.19339,                0.22295,                0.10449,                 2.3067,                 3.7803,                 1.4679,              0.0045573,              0.0045573,              0.0045573
                     60,                  1.155,                 1.1528,                0.90411,                0.42069,                0.20382,                0.23755,                0.11618,                 2.2588,                 3.5772,                 1.4621,              0.0045424,              0.0045424,              0.0045424
                     61,                 1.1343,                 1.1443,                0.90228,                0.44152,                0.18256,                0.23274,                0.11287,                  2.323,                 3.5864,                 1.4629,              0.0045273,              0.0045273,              0.0045273
                     62,                 1.1011,                 1.1214,                0.89587,                0.37405,                0.20552,                0.24936,                0.12446,                 2.2857,                 3.6631,                 1.4754,               0.004512,               0.004512,               0.004512
                     63,                 1.1088,                 1.1196,                0.89596,                0.37452,                0.20547,                0.23458,                0.10851,                 2.3186,                 3.6395,                 1.4607,              0.0044964,              0.0044964,              0.0044964
                     64,                 1.1006,                   1.11,                0.89503,                0.40651,                0.20279,                0.24872,                0.12642,                 2.2753,                 3.5003,                 1.4608,              0.0044806,              0.0044806,              0.0044806
                     65,                 1.0741,                 1.1128,                0.89171,                0.42296,                0.20276,                0.25268,                0.12652,                 2.2938,                  3.606,                 1.4472,              0.0044646,              0.0044646,              0.0044646
                     66,                 1.0944,                 1.1058,                0.89001,                0.42432,                  0.196,                0.24034,                0.11604,                 2.3074,                 3.6566,                 1.4841,              0.0044484,              0.0044484,              0.0044484
                     67,                 1.0824,                 1.0979,                 0.8878,                0.37785,                 0.1964,                0.24227,                0.11943,                 2.2699,                 3.6294,                 1.4378,               0.004432,               0.004432,               0.004432
                     68,                  1.059,                 1.0809,                0.88462,                 0.3702,                0.19543,                0.23427,                 0.1128,                 2.3119,                 3.7569,                 1.4568,              0.0044154,              0.0044154,              0.0044154
                     69,                 1.0413,                 1.0842,                0.88323,                 0.4169,                0.20166,                0.23422,                0.11648,                 2.2826,                  3.484,                 1.4631,              0.0043986,              0.0043986,              0.0043986
                     70,                 1.0479,                 1.0692,                 0.8841,                0.38676,                0.20502,                0.25233,                0.12804,                 2.2848,                 3.6715,                 1.4237,              0.0043815,              0.0043815,              0.0043815
                     71,                 1.0517,                 1.0632,                0.88075,                 0.3951,                0.21019,                0.24548,                0.11831,                 2.2911,                 3.6198,                 1.4593,              0.0043643,              0.0043643,              0.0043643
                     72,                  1.023,                 1.0653,                0.87882,                0.38317,                0.20616,                 0.2452,                0.12152,                 2.3127,                 3.7619,                 1.4592,              0.0043468,              0.0043468,              0.0043468
                     73,                 1.0318,                 1.0526,                0.88044,                0.39485,                0.20276,                0.24272,                0.12105,                    2.3,                 3.6533,                 1.4432,              0.0043292,              0.0043292,              0.0043292
                     74,                 1.0328,                 1.0418,                0.87625,                0.42911,                0.19204,                0.24991,                0.12383,                  2.362,                 3.7767,                 1.4431,              0.0043114,              0.0043114,              0.0043114
                     75,                 1.0406,                 1.0535,                0.88458,                0.37576,                0.20199,                0.23025,                0.10764,                 2.3311,                 3.8231,                 1.4697,              0.0042933,              0.0042933,              0.0042933
                     76,                  1.009,                 1.0526,                0.87527,                0.38074,                0.20178,                0.23918,                0.11663,                 2.3224,                 3.7593,                 1.4704,              0.0042751,              0.0042751,              0.0042751
                     77,                 1.0266,                 1.0545,                0.87788,                0.37378,                0.20772,                 0.2394,                0.11941,                 2.2855,                 3.5578,                  1.478,              0.0042567,              0.0042567,              0.0042567
                     78,                 1.0282,                 1.0374,                0.87505,                0.39677,                0.18139,                0.22238,                0.10117,                  2.383,                 3.7416,                 1.4545,              0.0042381,              0.0042381,              0.0042381
                     79,                 1.0173,                 1.0275,                0.87455,                0.38106,                0.19895,                0.23432,                0.11288,                 2.2844,                 3.9346,                  1.428,              0.0042193,              0.0042193,              0.0042193
                     80,                 1.0079,                 1.0099,                0.87049,                0.36443,                0.19686,                0.23134,                0.11192,                 2.2847,                 3.8126,                 1.4436,              0.0042003,              0.0042003,              0.0042003
                     81,                 1.0074,                 1.0067,                0.87077,                0.41621,                0.19579,                0.23221,                0.10487,                 2.3799,                 3.8845,                 1.4857,              0.0041811,              0.0041811,              0.0041811
                     82,                0.99734,                 1.0053,                0.87056,                0.36164,                0.19458,                0.23063,                0.10791,                 2.3268,                 3.8781,                 1.4727,              0.0041617,              0.0041617,              0.0041617
                     83,                0.99804,                 1.0053,                0.86821,                0.41426,                0.18774,                0.24208,                0.11714,                 2.3226,                  3.778,                 1.4615,              0.0041422,              0.0041422,              0.0041422
                     84,                0.99461,                0.99305,                  0.867,                0.40365,                0.20568,                 0.2378,                0.11783,                 2.3049,                 3.7728,                  1.455,              0.0041225,              0.0041225,              0.0041225
                     85,                0.96351,                0.98519,                 0.8629,                0.40996,                0.19724,                0.23954,                 0.1127,                  2.363,                 3.7824,                 1.4702,              0.0041026,              0.0041026,              0.0041026
                     86,                0.96033,                0.97051,                0.86193,                0.37346,                0.19352,                 0.2297,                0.10284,                  2.364,                 3.8688,                 1.4709,              0.0040826,              0.0040826,              0.0040826
                     87,                0.96126,                0.98027,                0.86304,                0.36591,                0.20064,                 0.2419,                0.11472,                  2.356,                 3.7708,                 1.4604,              0.0040623,              0.0040623,              0.0040623
                     88,                0.96017,                 0.9834,                0.86143,                0.36385,                0.20668,                0.23848,                 0.1154,                 2.3264,                 3.7381,                 1.4856,              0.0040419,              0.0040419,              0.0040419
                     89,                0.98556,                0.98808,                0.86213,                0.36948,                0.19845,                0.23039,                0.10997,                 2.3404,                 3.7447,                 1.4797,              0.0040214,              0.0040214,              0.0040214
                     90,                 0.9521,                0.97191,                0.85934,                0.35759,                0.19361,                0.22937,                 0.1094,                 2.3866,                 3.7429,                 1.4789,              0.0040007,              0.0040007,              0.0040007
                     91,                0.94032,                 0.9579,                0.85614,                0.39272,                0.20576,                 0.2624,                0.13462,                 2.3975,                 3.7981,                 1.4904,              0.0039798,              0.0039798,              0.0039798
                     92,                 0.9264,                0.95382,                0.85729,                0.45699,                0.18606,                0.24494,                0.11542,                  2.347,                 3.7933,                 1.4775,              0.0039587,              0.0039587,              0.0039587
                     93,                0.91148,                0.95196,                0.85608,                0.36906,                0.19125,                0.23242,                 0.1114,                 2.4039,                 3.9551,                 1.4741,              0.0039375,              0.0039375,              0.0039375
                     94,                0.92216,                0.93607,                0.85344,                0.38563,                0.19373,                0.23974,                0.11649,                 2.3085,                 3.9531,                 1.4531,              0.0039162,              0.0039162,              0.0039162
                     95,                0.92235,                 0.9388,                 0.8541,                0.37053,                0.19525,                0.23075,                0.10587,                  2.428,                 3.9077,                 1.4848,              0.0038946,              0.0038946,              0.0038946
                     96,                0.91323,                0.93173,                0.85382,                0.36036,                0.20695,                0.24248,                0.11888,                 2.3199,                 3.9749,                   1.46,               0.003873,               0.003873,               0.003873
                     97,                0.91789,                0.92269,                0.84957,                0.35693,                0.19196,                0.23247,                0.10769,                 2.3936,                 3.7909,                 1.4793,              0.0038512,              0.0038512,              0.0038512
                     98,                0.88711,                0.92388,                0.84823,                  0.364,                0.19305,                0.22836,                0.10352,                 2.4036,                 3.9947,                 1.4749,              0.0038292,              0.0038292,              0.0038292
                     99,                0.90758,                0.92121,                 0.8481,                0.40587,                0.18284,                0.23009,                  0.105,                 2.4001,                 4.1532,                 1.4695,              0.0038071,              0.0038071,              0.0038071
                    100,                 0.9009,                0.92536,                 0.8475,                0.35195,                0.20901,                0.23339,                0.11134,                  2.356,                 3.7942,                  1.481,              0.0037849,              0.0037849,              0.0037849
                    101,                0.87512,                0.90944,                0.84487,                0.37051,                0.19207,                0.22466,                  0.108,                 2.3921,                 3.8437,                 1.4668,              0.0037625,              0.0037625,              0.0037625
                    102,                0.88337,                0.90878,                0.84401,                 0.3899,                0.20969,                0.24862,                0.12025,                 2.3264,                 3.9416,                 1.4729,                0.00374,                0.00374,                0.00374
                    103,                0.87786,                0.90853,                0.84372,                0.38325,                0.20247,                0.23578,                0.11684,                 2.3232,                 3.9193,                  1.455,              0.0037173,              0.0037173,              0.0037173
                    104,                 0.8936,                0.91335,                0.84453,                0.34698,                0.20229,                0.22626,                0.10892,                 2.3517,                 3.8284,                 1.4566,              0.0036946,              0.0036946,              0.0036946
                    105,                0.90054,                0.90735,                0.84506,                0.38795,                0.19568,                0.23915,                0.11426,                 2.3723,                   3.75,                 1.4642,              0.0036717,              0.0036717,              0.0036717
                    106,                0.85993,                0.89343,                0.84178,                0.37668,                0.18983,                0.22422,                0.10276,                 2.3972,                 3.8971,                 1.4824,              0.0036486,              0.0036486,              0.0036486
                    107,                 0.8713,                 0.8933,                0.84217,                0.36812,                0.20589,                0.23313,                0.11053,                  2.353,                 3.8515,                 1.4811,              0.0036255,              0.0036255,              0.0036255
                    108,                0.88854,                0.89285,                0.84088,                0.38769,                0.20227,                0.23721,                0.11319,                 2.3927,                 3.7945,                 1.4844,              0.0036022,              0.0036022,              0.0036022
                    109,                0.85172,                0.88081,                0.83812,                0.37877,                0.19353,                 0.2352,                0.11191,                 2.3764,                 4.0645,                 1.4761,              0.0035788,              0.0035788,              0.0035788
                    110,                0.87546,                0.89148,                0.83897,                0.36482,                0.20365,                0.24339,                0.11589,                 2.3306,                 4.0558,                 1.4734,              0.0035553,              0.0035553,              0.0035553
                    111,                0.87312,                0.89639,                0.84097,                0.39751,                0.18954,                0.23209,                0.10568,                 2.4086,                  3.987,                  1.465,              0.0035317,              0.0035317,              0.0035317
                    112,                0.86617,                0.88719,                0.83919,                0.39403,                0.20084,                0.23314,                0.10828,                 2.3702,                 3.9057,                 1.4724,              0.0035079,              0.0035079,              0.0035079
                    113,                0.86538,                0.88369,                0.83735,                0.38466,                0.19969,                0.22657,                0.10726,                 2.3501,                 3.9009,                 1.4745,              0.0034841,              0.0034841,              0.0034841
                    114,                0.83027,                 0.8655,                0.83451,                0.36181,                0.19556,                0.22839,                0.10635,                 2.4072,                 4.0529,                 1.4645,              0.0034602,              0.0034602,              0.0034602
                    115,                0.82741,                 0.8615,                0.83572,                0.34857,                0.19161,                0.22852,                0.10536,                 2.4331,                 3.9971,                 1.4902,              0.0034361,              0.0034361,              0.0034361
                    116,                0.82171,                0.85901,                0.83418,                0.35284,                0.19684,                 0.2412,                0.11327,                 2.4468,                 4.0689,                 1.5081,               0.003412,               0.003412,               0.003412
                    117,                0.82553,                0.86483,                0.83185,                0.37656,                0.19971,                0.23716,                0.11429,                 2.3789,                 4.0326,                 1.4783,              0.0033877,              0.0033877,              0.0033877
                    118,                0.82522,                0.85146,                0.83083,                 0.4057,                0.21149,                0.24431,                0.11829,                 2.3122,                 3.9343,                 1.4726,              0.0033634,              0.0033634,              0.0033634
                    119,                0.82176,                0.85357,                0.83127,                0.36789,                0.19712,                0.22873,                0.10685,                 2.3466,                 4.0285,                 1.4471,              0.0033389,              0.0033389,              0.0033389
                    120,                0.82232,                0.85348,                0.83079,                0.38252,                0.20358,                0.24063,                0.11478,                 2.3716,                 3.8876,                 1.4813,              0.0033144,              0.0033144,              0.0033144
                    121,                0.81356,                0.84248,                0.82825,                0.38017,                0.19922,                0.24505,                0.11951,                 2.3914,                 3.9586,                 1.4799,              0.0032898,              0.0032898,              0.0032898
                    122,                0.81574,                0.84551,                0.82705,                0.40561,                0.20133,                0.24259,                0.11482,                 2.3625,                  4.103,                 1.4618,              0.0032651,              0.0032651,              0.0032651
                    123,                0.81759,                 0.8415,                 0.8275,                0.39795,                0.20019,                0.24274,                0.11802,                 2.3393,                 4.1803,                 1.4621,              0.0032404,              0.0032404,              0.0032404
                    124,                0.78965,                0.83532,                0.82663,                0.36384,                 0.1945,                0.23675,                0.11199,                 2.3828,                 3.9958,                 1.4687,              0.0032155,              0.0032155,              0.0032155
                    125,                0.79451,                0.83376,                 0.8254,                0.37062,                0.20742,                0.24004,                0.11575,                 2.3559,                 3.9057,                   1.47,              0.0031906,              0.0031906,              0.0031906
                    126,                0.80657,                0.82874,                0.82369,                0.38564,                0.19353,                0.24106,                0.11688,                 2.3821,                 4.0218,                 1.4781,              0.0031656,              0.0031656,              0.0031656
                    127,                0.77109,                0.81663,                0.82248,                0.36291,                0.20072,                0.24493,                0.11781,                 2.3723,                 3.9257,                 1.4705,              0.0031405,              0.0031405,              0.0031405
                    128,                0.77303,                0.81849,                0.82307,                0.40166,                0.20164,                0.24763,                0.12233,                 2.3459,                  4.108,                 1.4572,              0.0031154,              0.0031154,              0.0031154
                    129,                0.77395,                0.81571,                0.82165,                 0.3506,                0.19544,                0.23202,                0.11222,                 2.3653,                 3.9826,                 1.4751,              0.0030902,              0.0030902,              0.0030902
                    130,                0.77841,                0.81813,                0.82048,                 0.3635,                0.19811,                0.22683,                0.10518,                 2.3984,                 4.0007,                 1.4673,              0.0030649,              0.0030649,              0.0030649
                    131,                0.77384,                0.81237,                0.82142,                0.37679,                0.19837,                 0.2348,                0.11126,                 2.3707,                 4.1298,                 1.4734,              0.0030396,              0.0030396,              0.0030396
                    132,                0.78686,                0.81058,                0.81935,                0.35847,                 0.2009,                0.23362,                0.11352,                 2.3503,                 4.1041,                 1.4885,              0.0030142,              0.0030142,              0.0030142
                    133,                0.74273,                0.79469,                0.81625,                 0.3745,                0.20144,                0.24001,                0.11603,                 2.3721,                 4.0403,                 1.4796,              0.0029888,              0.0029888,              0.0029888
                    134,                0.76734,                0.80111,                0.81842,                0.36884,                0.20587,                0.24793,                 0.1212,                 2.3477,                 4.0023,                 1.4718,              0.0029633,              0.0029633,              0.0029633
                    135,                0.75911,                0.80111,                0.81766,                0.33706,                0.18857,                0.23241,                0.10999,                  2.385,                 3.9936,                 1.4685,              0.0029378,              0.0029378,              0.0029378
                    136,                0.76215,                0.79896,                0.81637,                0.37134,                0.20112,                0.24015,                0.11445,                 2.3833,                 4.0695,                 1.4809,              0.0029122,              0.0029122,              0.0029122
                    137,                0.75343,                0.79311,                0.81617,                0.35875,                0.19293,                 0.2257,                0.10523,                 2.4135,                 4.1034,                 1.4664,              0.0028866,              0.0028866,              0.0028866
                    138,                0.75296,                0.79382,                 0.8157,                0.37416,                  0.198,                0.22652,                0.10576,                 2.3913,                 3.9813,                 1.4848,              0.0028609,              0.0028609,              0.0028609
                    139,                0.74645,                0.79141,                0.81665,                0.38098,                0.20654,                0.23677,                 0.1119,                 2.3766,                 3.9859,                 1.4796,              0.0028352,              0.0028352,              0.0028352
                    140,                0.72827,                0.78333,                0.81428,                0.39349,                 0.2032,                0.24163,                0.11472,                 2.3756,                 4.0635,                 1.4711,              0.0028095,              0.0028095,              0.0028095
                    141,                0.74284,                0.78529,                0.81405,                0.39254,                0.20205,                0.24668,                0.11678,                 2.3568,                  4.219,                  1.474,              0.0027837,              0.0027837,              0.0027837
