                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                 1.4809,                 1.1462,                0.81103,                0.81157,                0.42035,                0.49132,                0.24009,                 1.6336,                 1.6233,                0.99183,             9.8691e-05,             9.8691e-05,             9.8691e-05
                     51,                 1.3324,                 0.9938,                 0.7364,                0.76341,                0.42994,                0.48798,                0.23749,                 1.6118,                 1.6291,                0.98969,             9.8637e-05,             9.8637e-05,             9.8637e-05
                     52,                 1.3967,                 1.1152,                0.81482,                0.74375,                0.43847,                0.49083,                0.23692,                 1.6188,                 1.6373,                0.98688,             9.8582e-05,             9.8582e-05,             9.8582e-05
                     53,                 1.3801,                 1.0484,                0.78116,                 0.7597,                0.42994,                0.48896,                0.23415,                  1.643,                  1.619,                0.99152,             9.8527e-05,             9.8527e-05,             9.8527e-05
                     54,                 1.4745,                 1.1138,                0.82937,                 0.7661,                0.42674,                0.48967,                0.23252,                 1.6458,                 1.6077,                0.99031,              9.847e-05,              9.847e-05,              9.847e-05
                     55,                 1.3577,                 1.0481,                0.75595,                0.77007,                0.42781,                0.48626,                 0.2282,                 1.6527,                 1.6085,                0.98929,             9.8412e-05,             9.8412e-05,             9.8412e-05
                     56,                 1.4646,                 1.0867,                0.81417,                0.76845,                0.43474,                0.48889,                0.23542,                 1.6408,                 1.6426,                0.98706,             9.8353e-05,             9.8353e-05,             9.8353e-05
                     57,                 1.2592,                 1.0797,                0.71388,                0.74185,                0.44092,                0.49582,                0.24163,                 1.6306,                 1.5681,                0.98373,             9.8293e-05,             9.8293e-05,             9.8293e-05
                     58,                 1.4077,                 1.0067,                0.79034,                0.72379,                0.45125,                0.49887,                0.24156,                 1.6281,                 1.5238,                0.98031,             9.8232e-05,             9.8232e-05,             9.8232e-05
                     59,                 1.4517,                 1.1257,                0.80892,                0.72198,                 0.4455,                0.49674,                0.24075,                 1.6372,                 1.5498,                0.98673,              9.817e-05,              9.817e-05,              9.817e-05
                     60,                 1.3481,                0.99008,                0.76458,                0.76123,                0.42994,                0.49503,                0.23866,                 1.6298,                 1.6086,                0.98214,             9.8106e-05,             9.8106e-05,             9.8106e-05
                     61,                 1.3946,                0.99509,                0.78452,                0.77233,                0.42888,                0.49558,                0.23781,                 1.6387,                 1.6316,                0.98266,             9.8042e-05,             9.8042e-05,             9.8042e-05
                     62,                 1.4457,                 1.0628,                0.80642,                0.77292,                0.43687,                0.49796,                0.23636,                 1.6416,                 1.6265,                0.98294,             9.7977e-05,             9.7977e-05,             9.7977e-05
                     63,                 1.4683,                 1.1058,                0.82147,                0.78408,                  0.439,                0.50066,                0.24059,                 1.6247,                 1.5822,                0.98188,             9.7911e-05,             9.7911e-05,             9.7911e-05
                     64,                 1.3736,                 1.0083,                0.77111,                0.78451,                 0.4358,                0.49991,                0.24217,                 1.6069,                 1.5902,                0.98086,             9.7843e-05,             9.7843e-05,             9.7843e-05
                     65,                 1.3761,                 1.0507,                0.76559,                0.77258,                0.43687,                0.49867,                0.24345,                 1.6156,                 1.6072,                0.98513,             9.7775e-05,             9.7775e-05,             9.7775e-05
                     66,                 1.4355,                 1.0732,                0.81309,                0.76339,                0.43793,                0.49611,                0.24346,                 1.6026,                 1.6002,                0.97984,             9.7706e-05,             9.7706e-05,             9.7706e-05
                     67,                 1.3816,                  1.051,                0.78131,                0.76572,                 0.4358,                0.49796,                0.24711,                 1.6023,                 1.5827,                0.97872,             9.7635e-05,             9.7635e-05,             9.7635e-05
                     68,                 1.4029,                 1.0541,                0.78769,                 0.7503,                  0.439,                0.49972,                0.24632,                 1.6318,                 1.5609,                0.98643,             9.7564e-05,             9.7564e-05,             9.7564e-05
                     69,                 1.3463,                 1.0494,                0.76114,                0.78569,                0.43527,                0.49911,                 0.2431,                 1.6809,                 1.6395,                0.99555,             9.7491e-05,             9.7491e-05,             9.7491e-05
                     70,                 1.4179,                  1.052,                0.79258,                0.80345,                0.43101,                0.49712,                0.23759,                 1.6824,                 1.6652,                0.99283,             9.7418e-05,             9.7418e-05,             9.7418e-05
                     71,                 1.3156,                 1.0424,                0.72235,                0.80391,                0.42834,                0.49336,                0.23914,                 1.6786,                 1.6991,                0.99728,             9.7343e-05,             9.7343e-05,             9.7343e-05
                     72,                 1.4731,                 1.1578,                0.83264,                0.76638,                0.43344,                0.49246,                0.23824,                 1.6794,                 1.6716,                0.99653,             9.7268e-05,             9.7268e-05,             9.7268e-05
                     73,                 1.4537,                 1.1266,                0.81217,                0.75692,                 0.4406,                0.49661,                0.24285,                 1.6607,                 1.6429,                0.99348,             9.7191e-05,             9.7191e-05,             9.7191e-05
                     74,                 1.4551,                 1.1445,                0.82656,                 0.7472,                0.44273,                0.49954,                0.24691,                 1.6206,                 1.5694,                0.98166,             9.7113e-05,             9.7113e-05,             9.7113e-05
                     75,                 1.3767,                 1.2513,                0.77194,                0.76443,                0.44113,                0.49883,                0.24101,                 1.6192,                 1.5556,                  0.981,             9.7035e-05,             9.7035e-05,             9.7035e-05
                     76,                 1.3751,                 1.1032,                0.79883,                0.76245,                 0.4342,                0.49292,                0.23809,                 1.6461,                 1.5601,                0.98509,             9.6955e-05,             9.6955e-05,             9.6955e-05
                     77,                 1.4305,                 1.0711,                0.81868,                0.77758,                0.42781,                0.48683,                0.23202,                   1.67,                 1.6605,                0.99235,             9.6875e-05,             9.6875e-05,             9.6875e-05
                     78,                 1.4595,                 1.0346,                0.81459,                0.78368,                0.42621,                 0.4835,                0.23326,                 1.6824,                 1.7306,                0.99656,             9.6793e-05,             9.6793e-05,             9.6793e-05
                     79,                 1.3493,                 1.1639,                0.77335,                0.80045,                0.42568,                0.48903,                0.23669,                 1.6712,                 1.6907,                0.99592,              9.671e-05,              9.671e-05,              9.671e-05
                     80,                 1.4138,                 1.0478,                0.77781,                0.80658,                0.42879,                0.49666,                0.24523,                 1.6579,                 1.6568,                0.99373,             9.6627e-05,             9.6627e-05,             9.6627e-05
                     81,                 1.3861,                  1.005,                0.77988,                0.78919,                0.43261,                0.49971,                0.24752,                 1.6467,                 1.6149,                0.98868,             9.6542e-05,             9.6542e-05,             9.6542e-05
                     82,                 1.4236,                 1.0539,                0.77515,                 0.7648,                0.44348,                0.50157,                0.24612,                  1.619,                 1.5468,                0.97682,             9.6456e-05,             9.6456e-05,             9.6456e-05
                     83,                 1.3891,                0.96749,                0.81679,                0.77262,                0.43847,                0.50089,                0.24563,                 1.6253,                 1.5667,                0.97709,             9.6369e-05,             9.6369e-05,             9.6369e-05
                     84,                 1.4718,                 1.0872,                0.81335,                0.78966,                0.43261,                0.50061,                0.23914,                 1.6468,                 1.5935,                 0.9798,             9.6282e-05,             9.6282e-05,             9.6282e-05
                     85,                 1.3465,                 1.0189,                0.75268,                0.77197,                0.42994,                0.49408,                0.23609,                 1.6697,                 1.6326,                0.98765,             9.6193e-05,             9.6193e-05,             9.6193e-05
                     86,                 1.4762,                 1.0998,                0.80835,                0.77704,                0.43101,                0.49412,                0.23744,                 1.6739,                 1.6422,                0.98758,             9.6103e-05,             9.6103e-05,             9.6103e-05
                     87,                 1.4413,                0.97997,                0.79469,                0.77576,                 0.4342,                0.49849,                0.24451,                 1.6517,                  1.647,                0.98268,             9.6013e-05,             9.6013e-05,             9.6013e-05
                     88,                 1.4813,                 1.0849,                0.81407,                0.78544,                0.43367,                0.49862,                 0.2432,                 1.6578,                  1.677,                0.98366,             9.5921e-05,             9.5921e-05,             9.5921e-05
                     89,                 1.4514,                 1.1105,                0.84613,                0.77771,                0.43616,                0.50104,                0.24287,                 1.6591,                 1.6436,                0.98379,             9.5828e-05,             9.5828e-05,             9.5828e-05
                     90,                 1.3598,                 1.0921,                0.75258,                 0.7353,                0.44592,                0.49495,                0.24149,                 1.6758,                 1.6074,                0.99588,             9.5735e-05,             9.5735e-05,             9.5735e-05
                     91,                 1.5424,                 1.0727,                0.83539,                0.77137,                 0.4342,                0.49367,                0.24069,                 1.6712,                 1.6155,                0.99432,              9.564e-05,              9.564e-05,              9.564e-05
                     92,                 1.3669,                 1.0464,                0.77764,                0.77502,                 0.4342,                0.49301,                0.23963,                 1.6617,                  1.588,                0.99006,             9.5545e-05,             9.5545e-05,             9.5545e-05
                     93,                 1.3844,                 1.0391,                0.78068,                0.75974,                0.43633,                0.48866,                0.23534,                 1.6678,                 1.6027,                0.99099,             9.5448e-05,             9.5448e-05,             9.5448e-05
                     94,                 1.4258,                 1.1252,                0.79718,                0.75767,                0.44113,                0.49295,                0.23407,                 1.6597,                 1.5902,                0.98949,             9.5351e-05,             9.5351e-05,             9.5351e-05
                     95,                 1.4296,                 1.1013,                 0.7858,                0.76057,                0.43633,                0.48925,                0.23338,                 1.6721,                 1.6484,                0.99436,             9.5252e-05,             9.5252e-05,             9.5252e-05
                     96,                 1.3324,                0.98964,                0.78353,                0.78138,                 0.4342,                 0.4927,                0.23677,                 1.6815,                 1.6697,                0.99818,             9.5153e-05,             9.5153e-05,             9.5153e-05
                     97,                 1.4012,                 1.0898,                0.80675,                0.77773,                0.43621,                0.49197,                 0.2388,                 1.6913,                  1.727,                  1.004,             9.5052e-05,             9.5052e-05,             9.5052e-05
                     98,                 1.4512,                 1.0561,                0.78733,                0.78756,                 0.4342,                0.49281,                0.23905,                 1.6695,                 1.7671,                0.99856,             9.4951e-05,             9.4951e-05,             9.4951e-05
                     99,                 1.4401,                 1.0539,                0.77818,                0.78846,                0.43207,                0.49329,                0.23919,                  1.638,                 1.6963,                0.98922,             9.4849e-05,             9.4849e-05,             9.4849e-05
                    100,                 1.3983,                 1.0368,                0.79668,                0.76839,                0.43793,                0.49578,                0.24321,                 1.6433,                 1.6648,                0.99082,             9.4745e-05,             9.4745e-05,             9.4745e-05
                    101,                 1.4484,                 1.0453,                0.83363,                0.77628,                0.43793,                0.50056,                0.24874,                 1.6167,                 1.6045,                 0.9815,             9.4641e-05,             9.4641e-05,             9.4641e-05
                    102,                 1.3959,                 1.0618,                0.78042,                0.77586,                  0.439,                0.50104,                0.24906,                 1.6036,                 1.5726,                0.97398,             9.4536e-05,             9.4536e-05,             9.4536e-05
                    103,                 1.2679,                 1.0157,                0.69898,                0.78282,                0.43314,                0.49832,                0.24668,                 1.6313,                 1.5691,                0.98069,              9.443e-05,              9.443e-05,              9.443e-05
                    104,                 1.4262,                 1.1745,                 0.8312,                 0.7747,                0.43367,                0.49709,                0.24434,                 1.6537,                 1.6072,                0.98735,             9.4323e-05,             9.4323e-05,             9.4323e-05
                    105,                 1.3277,                 1.0614,                 0.7731,                0.78954,                0.43372,                0.49785,                0.24609,                 1.6458,                   1.61,                0.98575,             9.4215e-05,             9.4215e-05,             9.4215e-05
                    106,                 1.4197,                0.95622,                 0.8357,                0.77362,                0.43474,                0.49522,                0.24404,                  1.639,                 1.6231,                 0.9872,             9.4106e-05,             9.4106e-05,             9.4106e-05
                    107,                  1.392,                 1.0496,                0.80987,                0.78248,                 0.4342,                0.49428,                0.24112,                 1.6735,                 1.6137,                0.99623,             9.3996e-05,             9.3996e-05,             9.3996e-05
                    108,                 1.3239,                 1.0056,                0.74982,                0.78301,                0.43256,                0.49683,                0.23942,                 1.6662,                 1.5828,                0.99082,             9.3885e-05,             9.3885e-05,             9.3885e-05
                    109,                 1.4089,                0.95953,                 0.7681,                0.78585,                0.43154,                0.49614,                0.23771,                 1.6586,                 1.6191,                0.98999,             9.3773e-05,             9.3773e-05,             9.3773e-05
                    110,                 1.4397,                 1.0798,                0.83833,                0.78838,                0.43367,                0.49449,                0.23812,                 1.6607,                 1.6016,                0.99237,              9.366e-05,              9.366e-05,              9.366e-05
                    111,                 1.3504,                0.96567,                0.76906,                0.77914,                0.43414,                0.49485,                0.24054,                  1.668,                 1.5945,                 0.9951,             9.3547e-05,             9.3547e-05,             9.3547e-05
                    112,                 1.4604,                 1.0171,                0.84393,                0.78351,                0.43191,                0.49566,                0.24134,                 1.6673,                 1.6099,                0.99381,             9.3432e-05,             9.3432e-05,             9.3432e-05
                    113,                 1.4553,                 1.0362,                 0.8065,                0.78321,                0.43207,                0.49682,                0.24325,                 1.6423,                 1.5934,                0.98283,             9.3317e-05,             9.3317e-05,             9.3317e-05
                    114,                 1.3912,                 1.0009,                0.79253,                0.78436,                0.42994,                0.49655,                0.23953,                 1.6498,                 1.5927,                0.98347,               9.32e-05,               9.32e-05,               9.32e-05
                    115,                  1.304,                0.96715,                 0.7509,                0.76892,                0.43154,                0.49432,                0.23703,                 1.6679,                 1.5772,                0.98626,             9.3083e-05,             9.3083e-05,             9.3083e-05
                    116,                 1.3987,                 1.0958,                0.82026,                 0.7775,                0.43377,                0.50291,                0.24268,                 1.6816,                 1.5847,                0.99004,             9.2965e-05,             9.2965e-05,             9.2965e-05
                    117,                 1.4163,                 1.0923,                0.80391,                0.74166,                0.44379,                0.50158,                0.24048,                 1.6869,                 1.6246,                0.99483,             9.2846e-05,             9.2846e-05,             9.2846e-05
                    118,                 1.3666,                 0.9926,                0.79563,                0.74272,                0.44806,                0.49916,                0.24282,                 1.6714,                 1.6597,                0.99036,             9.2726e-05,             9.2726e-05,             9.2726e-05
                    119,                 1.4598,                 1.1188,                 0.8106,                0.74406,                0.44761,                0.50171,                0.24747,                 1.6471,                 1.6761,                0.98648,             9.2605e-05,             9.2605e-05,             9.2605e-05
                    120,                 1.4361,                  1.078,                0.82143,                 0.7643,                 0.4342,                0.49644,                0.24616,                 1.6607,                 1.6815,                0.99252,             9.2483e-05,             9.2483e-05,             9.2483e-05
                    121,                 1.3557,                 1.0791,                0.76354,                0.77712,                0.43367,                0.49744,                0.24862,                 1.6626,                 1.6605,                0.99467,             9.2361e-05,             9.2361e-05,             9.2361e-05
                    122,                 1.3579,                 1.0153,                0.77543,                0.78447,                0.43261,                0.49594,                0.24823,                 1.6576,                 1.6495,                 0.9934,             9.2237e-05,             9.2237e-05,             9.2237e-05
                    123,                 1.4481,                 1.0961,                  0.846,                0.77852,                0.43633,                0.49741,                0.24362,                 1.6576,                 1.6273,                0.99207,             9.2113e-05,             9.2113e-05,             9.2113e-05
                    124,                 1.3563,                0.96276,                0.78591,                0.77721,                 0.4342,                0.49734,                0.24417,                 1.6391,                    1.6,                0.98464,             9.1987e-05,             9.1987e-05,             9.1987e-05
                    125,                 1.4317,                 1.0867,                0.81315,                0.76653,                 0.4406,                0.50249,                0.24328,                 1.6265,                 1.5424,                0.97628,             9.1861e-05,             9.1861e-05,             9.1861e-05
                    126,                 1.3266,                 0.9966,                 0.7578,                0.77973,                 0.4358,                0.50371,                0.24902,                 1.6222,                 1.5057,                0.97659,             9.1734e-05,             9.1734e-05,             9.1734e-05
                    127,                 1.2946,                 1.0523,                0.75762,                0.74837,                0.44592,                0.50589,                0.25041,                 1.6283,                 1.5315,                0.98059,             9.1606e-05,             9.1606e-05,             9.1606e-05
                    128,                 1.3179,                0.96472,                0.75295,                0.78454,                 0.4342,                0.50118,                0.24995,                 1.6206,                 1.5926,                0.98271,             9.1477e-05,             9.1477e-05,             9.1477e-05
                    129,                 1.4054,                0.96879,                0.80085,                0.78371,                0.43047,                0.49825,                0.24559,                 1.6329,                 1.6614,                0.98545,             9.1348e-05,             9.1348e-05,             9.1348e-05
                    130,                 1.2778,                  1.049,                0.72597,                0.78397,                0.42728,                0.49233,                0.23991,                 1.6686,                 1.7013,                0.99217,             9.1217e-05,             9.1217e-05,             9.1217e-05
                    131,                  1.432,                 1.0218,                0.79754,                0.78327,                0.42553,                0.49184,                0.23801,                 1.6737,                 1.7138,                0.99287,             9.1086e-05,             9.1086e-05,             9.1086e-05
                    132,                 1.4335,                  1.039,                0.78255,                0.78094,                0.42781,                0.49264,                 0.2365,                 1.6484,                  1.673,                0.98637,             9.0954e-05,             9.0954e-05,             9.0954e-05
