                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 2.5354,                 3.1483,                 1.5787,                0.24113,                0.15622,                0.15454,                0.06303,                 2.8299,                 3.0895,                  1.931,               0.008812,               0.008812,               0.008812
                     14,                 2.4625,                 3.0905,                 1.5415,                0.81972,                0.18119,                0.20741,                 0.0937,                 2.7586,                 2.9581,                 1.8945,               0.008713,               0.008713,               0.008713
                     15,                 2.4701,                 3.1158,                 1.5463,                0.75509,                0.16259,                0.17118,                0.06155,                  2.995,                 2.9291,                 2.2021,               0.008614,               0.008614,               0.008614
                     16,                 2.5626,                 3.2605,                   1.57,                0.31084,                0.15675,                 0.1826,                   0.07,                 2.8292,                 3.0296,                 1.9281,               0.008515,               0.008515,               0.008515
                     17,                 2.5166,                  3.491,                 1.5121,                0.26996,                0.17805,                0.13976,                0.06105,                 2.5843,                 3.3505,                 1.7426,               0.008416,               0.008416,               0.008416
                     18,                 2.3948,                 3.0126,                 1.5106,                0.76113,                 0.1699,                0.16622,                0.08197,                 2.8167,                 2.9538,                  2.055,               0.008317,               0.008317,               0.008317
                     19,                 2.5279,                 3.0693,                 1.5776,                0.28072,                0.18202,                0.16982,                0.07873,                 2.8929,                 3.2071,                 2.0734,               0.008218,               0.008218,               0.008218
                     20,                 2.3914,                 3.3861,                 1.4831,                0.77842,                0.15675,                  0.177,                0.08221,                 2.7695,                 3.1477,                 2.0277,               0.008119,               0.008119,               0.008119
                     21,                 2.3662,                 3.0904,                 1.4953,                0.85312,                0.17455,                0.20693,                0.09506,                 2.7226,                 2.9371,                 1.8312,                0.00802,                0.00802,                0.00802
                     22,                 2.4634,                 3.0703,                 1.5002,                0.83161,                0.17136,                0.20854,                0.08697,                 2.6332,                 2.9775,                 1.7539,               0.007921,               0.007921,               0.007921
                     23,                 2.3147,                 3.0111,                 1.4266,                0.29923,                0.17354,                0.18058,                0.06945,                 2.8547,                 3.0122,                 1.8403,               0.007822,               0.007822,               0.007822
                     24,                 2.3357,                 3.0305,                  1.438,                0.35302,                0.17819,                 0.1985,                0.08644,                 2.7879,                 2.9981,                 1.7826,               0.007723,               0.007723,               0.007723
                     25,                 2.3443,                 2.9495,                 1.4325,                0.29966,                0.18688,                0.18493,                0.07927,                 2.7518,                 3.0056,                  1.903,               0.007624,               0.007624,               0.007624
                     26,                 2.3812,                 2.9863,                 1.4607,                0.31644,                0.17399,                0.17499,                0.08283,                 2.7529,                 3.3422,                  1.875,               0.007525,               0.007525,               0.007525
                     27,                 2.2678,                 2.9731,                 1.4096,                 0.3644,                 0.1947,                0.19854,                0.08549,                 2.7349,                 2.8858,                 1.8232,               0.007426,               0.007426,               0.007426
                     28,                 2.3173,                 2.9122,                 1.4225,                0.32788,                0.18118,                 0.2178,                0.10263,                 2.8528,                 3.0114,                 2.0752,               0.007327,               0.007327,               0.007327
                     29,                 2.3735,                 2.9281,                 1.4598,                0.31202,                 0.1703,                0.19886,                0.07964,                 2.7182,                 2.8765,                 1.7563,               0.007228,               0.007228,               0.007228
                     30,                 2.2914,                 2.9062,                 1.3991,                0.78067,                0.16897,                0.18819,                0.08093,                 2.7927,                 2.9057,                 1.8221,               0.007129,               0.007129,               0.007129
                     31,                 2.3205,                 3.0386,                 1.4222,                0.85025,                0.18092,                0.20775,                0.09569,                 2.7671,                 2.9442,                 1.9111,                0.00703,                0.00703,                0.00703
                     32,                 2.2283,                 2.7611,                 1.3886,                0.34703,                0.17189,                0.20731,                0.09234,                 2.7683,                 2.9218,                 1.9064,               0.006931,               0.006931,               0.006931
                     33,                 2.2889,                 2.9964,                 1.3956,                 0.7981,                0.16153,                0.18038,                0.08496,                 2.7055,                 2.9378,                 1.8535,               0.006832,               0.006832,               0.006832
                     34,                 2.3245,                 2.9927,                 1.4079,                0.35218,                0.18606,                 0.1962,                0.08475,                 2.6222,                 2.9413,                 1.7692,               0.006733,               0.006733,               0.006733
                     35,                 2.2405,                 2.8871,                 1.3965,                0.79453,                0.17747,                0.19622,                 0.0835,                 2.6759,                 2.8696,                 1.7615,               0.006634,               0.006634,               0.006634
                     36,                 2.2017,                 2.6918,                 1.3417,                0.66377,                0.17573,                 0.2109,                0.09406,                   2.65,                 2.8944,                 1.7011,               0.006535,               0.006535,               0.006535
                     37,                 2.2237,                 2.9534,                 1.4131,                0.79881,                0.17189,                0.18364,                 0.0761,                 2.8319,                 2.8559,                 1.8639,               0.006436,               0.006436,               0.006436
                     38,                 2.1916,                  2.832,                 1.3462,                0.77676,                0.16977,                0.17617,                0.07793,                 2.5964,                 3.0255,                 1.6668,               0.006337,               0.006337,               0.006337
                     39,                 2.1187,                  2.615,                 1.3271,                0.46306,                0.20078,                0.22118,                0.10563,                 2.5105,                 2.9287,                 1.7053,               0.006238,               0.006238,               0.006238
                     40,                 2.3228,                 2.9309,                 1.4092,                0.26597,                0.18253,                0.16121,                0.06877,                  2.439,                 3.0497,                 1.6257,               0.006139,               0.006139,               0.006139
                     41,                  2.149,                 2.6966,                 1.3216,                0.78069,                0.17163,                0.18174,                0.06999,                 2.3242,                 2.9152,                 1.5205,                0.00604,                0.00604,                0.00604
                     42,                 2.1181,                 2.8753,                 1.3288,                0.35497,                0.17189,                0.21731,                0.10083,                 2.4606,                 3.1127,                 1.6125,               0.005941,               0.005941,               0.005941
                     43,                 2.1117,                 3.0149,                 1.2922,                0.80366,                0.15595,                0.18606,                0.07485,                 2.6513,                 3.1731,                 1.7302,               0.005842,               0.005842,               0.005842
                     44,                  2.082,                 2.8259,                 1.3063,                0.72565,                 0.1745,                0.22247,                 0.1099,                 2.4971,                  2.842,                  1.668,               0.005743,               0.005743,               0.005743
                     45,                 2.1148,                 2.8173,                 1.3106,                0.84881,                0.18491,                0.22427,                0.10273,                 2.1788,                 2.8594,                 1.4822,               0.005644,               0.005644,               0.005644
                     46,                 2.1943,                 2.8941,                 1.3421,                0.23537,                0.18736,                0.18276,                0.07503,                 2.5751,                  2.938,                 1.6756,               0.005545,               0.005545,               0.005545
                     47,                 2.1778,                 2.8144,                 1.3496,                0.29015,                0.18089,                0.19707,                0.08778,                 2.4832,                 2.9182,                 1.6193,               0.005446,               0.005446,               0.005446
                     48,                  2.108,                  2.708,                 1.3146,                0.32333,                0.17614,                0.20301,                 0.0865,                  2.693,                 2.8078,                 1.7335,               0.005347,               0.005347,               0.005347
                     49,                 2.1175,                 2.7088,                 1.3345,                0.36772,                0.19474,                0.24205,                0.11562,                 2.4374,                 2.7778,                 1.6177,               0.005248,               0.005248,               0.005248
                     50,                 2.1386,                 2.7519,                  1.342,                0.83352,                0.18629,                 0.2164,                0.09981,                 2.4245,                 2.8737,                 1.5911,               0.005149,               0.005149,               0.005149
                     51,                 2.1094,                 2.7788,                 1.3259,                0.36919,                0.19954,                0.20609,                0.09439,                 2.4823,                 2.8853,                 1.6206,                0.00505,                0.00505,                0.00505
                     52,                 2.0585,                 2.6039,                 1.3008,                0.34617,                0.17616,                0.18826,                0.08425,                 2.5686,                   2.77,                 1.6562,               0.004951,               0.004951,               0.004951
                     53,                 2.0534,                 2.8983,                  1.262,                0.31411,                0.20186,                0.20824,                0.08651,                 2.5398,                 2.9023,                 1.6312,               0.004852,               0.004852,               0.004852
                     54,                 2.1674,                 2.7655,                 1.3438,                0.27801,                0.20824,                0.19741,                0.08579,                 2.6466,                 2.8781,                 1.7036,               0.004753,               0.004753,               0.004753
                     55,                 2.1136,                 2.6658,                 1.2988,                0.29757,                0.21073,                0.21401,                0.10093,                 2.5397,                 2.8383,                   1.72,               0.004654,               0.004654,               0.004654
                     56,                 2.0756,                 2.5952,                 1.2609,                0.39054,                0.20469,                 0.2195,                0.10203,                 2.5334,                 2.9837,                 1.6656,               0.004555,               0.004555,               0.004555
                     57,                 2.0998,                 2.6312,                 1.3008,                 0.4548,                0.19279,                0.22568,                0.10731,                 2.5737,                 2.8992,                 1.7138,               0.004456,               0.004456,               0.004456
                     58,                 2.1273,                 2.7747,                 1.3243,                0.32761,                0.18969,                 0.2258,                 0.1071,                 2.5734,                 2.9103,                 1.7148,               0.004357,               0.004357,               0.004357
                     59,                 2.0282,                 2.7206,                  1.259,                0.86782,                0.17694,                0.22566,                0.10543,                 2.4798,                 2.8541,                 1.7044,               0.004258,               0.004258,               0.004258
                     60,                 2.0024,                 2.6564,                 1.2373,                0.81582,                0.18146,                0.21081,                0.09828,                 2.4985,                 2.8593,                 1.6603,               0.004159,               0.004159,               0.004159
                     61,                 2.1345,                 2.7071,                 1.3317,                0.83116,                0.16883,                 0.2081,                0.08662,                 2.5971,                 2.8212,                 1.7407,                0.00406,                0.00406,                0.00406
                     62,                  2.077,                  2.617,                 1.3006,                0.53349,                0.19291,                 0.2422,                0.11626,                 2.4764,                 2.7099,                 1.6417,               0.003961,               0.003961,               0.003961
                     63,                 2.1079,                 2.7075,                 1.3039,                 0.5302,                0.18473,                0.23963,                0.11964,                 2.4085,                 2.8191,                 1.6198,               0.003862,               0.003862,               0.003862
                     64,                   2.07,                 2.8928,                 1.2568,                0.49119,                0.18055,                0.22511,                0.10528,                 2.4008,                 2.7888,                 1.5609,               0.003763,               0.003763,               0.003763
                     65,                 2.0375,                 2.6445,                 1.2458,                0.52377,                0.18939,                0.23758,                0.11709,                 2.4039,                 2.8496,                 1.6166,               0.003664,               0.003664,               0.003664
                     66,                 2.1286,                  2.694,                 1.2749,                0.36454,                0.21465,                0.22536,                0.10341,                 2.4762,                 2.8283,                 1.6294,               0.003565,               0.003565,               0.003565
                     67,                  2.015,                 2.6915,                 1.2481,                0.47019,                0.19536,                0.22987,                0.10323,                 2.4671,                 2.8705,                 1.5809,               0.003466,               0.003466,               0.003466
                     68,                 2.1198,                 3.0223,                 1.3088,                0.48011,                0.20049,                 0.2281,                 0.1015,                 2.4998,                 3.0964,                 1.6342,               0.003367,               0.003367,               0.003367
                     69,                 2.0506,                 2.6452,                 1.2853,                0.42933,                0.21765,                0.23579,                0.10531,                 2.5023,                 2.7143,                 1.6378,               0.003268,               0.003268,               0.003268
                     70,                 2.0169,                 2.5907,                 1.2452,                0.83875,                0.18306,                0.22923,                0.10817,                 2.3846,                 2.6818,                 1.5725,               0.003169,               0.003169,               0.003169
                     71,                 2.0537,                 2.5783,                 1.2883,                0.39608,                0.21811,                0.23397,                0.11013,                 2.4873,                 2.8288,                 1.6096,                0.00307,                0.00307,                0.00307
                     72,                  2.043,                 2.5368,                 1.2532,                0.40557,                0.20774,                0.23695,                0.11113,                 2.4561,                 2.7261,                 1.6512,               0.002971,               0.002971,               0.002971
                     73,                 1.9402,                 2.4117,                 1.2297,                0.47312,                0.20185,                0.23553,                0.11216,                 2.5094,                 2.6448,                 1.6742,               0.002872,               0.002872,               0.002872
                     74,                   2.02,                 2.5646,                 1.2613,                0.51995,                0.20064,                0.24259,                  0.115,                 2.3867,                 2.7128,                 1.5831,               0.002773,               0.002773,               0.002773
                     75,                 1.9197,                 2.6182,                 1.2039,                0.87028,                0.18943,                0.23881,                0.11111,                 2.4384,                 2.8251,                 1.6111,               0.002674,               0.002674,               0.002674
                     76,                 1.9879,                 2.5758,                  1.224,                0.36262,                0.21433,                0.24276,                0.11719,                 2.4405,                 2.8301,                 1.6521,               0.002575,               0.002575,               0.002575
                     77,                 2.0693,                 2.5688,                  1.271,                0.43127,                0.19949,                0.22875,                0.10628,                 2.4224,                   2.79,                 1.6197,               0.002476,               0.002476,               0.002476
                     78,                 1.9577,                 2.5308,                 1.2136,                0.37043,                0.22091,                0.22785,                0.10578,                 2.4986,                 2.8357,                 1.6574,               0.002377,               0.002377,               0.002377
                     79,                  2.006,                 2.5954,                 1.2291,                0.43754,                 0.2277,                0.23945,                 0.1092,                 2.4874,                 2.7418,                 1.6929,               0.002278,               0.002278,               0.002278
                     80,                 1.9341,                 2.5919,                 1.1993,                0.40172,                0.22333,                0.23835,                0.11564,                 2.4562,                 2.7732,                 1.6695,               0.002179,               0.002179,               0.002179
                     81,                 1.9192,                 2.3399,                 1.1744,                0.42755,                0.21735,                0.25085,                0.11548,                 2.3927,                 2.6972,                 1.6025,                0.00208,                0.00208,                0.00208
                     82,                 1.9363,                 2.3579,                 1.1598,                0.40691,                  0.231,                0.24327,                0.10757,                 2.4929,                 2.6766,                 1.6503,               0.001981,               0.001981,               0.001981
                     83,                 2.0022,                 2.5651,                 1.2491,                 0.4556,                0.21173,                0.24474,                 0.1144,                 2.4169,                 2.7985,                 1.6125,               0.001882,               0.001882,               0.001882
                     84,                 1.9624,                 2.5349,                 1.2201,                0.48744,                0.20135,                0.24363,                0.10924,                 2.4925,                 2.7204,                 1.6843,               0.001783,               0.001783,               0.001783
                     85,                   1.92,                 2.5494,                 1.1734,                0.41095,                0.19916,                0.22865,                0.10167,                 2.5269,                 2.7498,                 1.6768,               0.001684,               0.001684,               0.001684
                     86,                 2.0002,                  2.617,                 1.2081,                0.37681,                0.20948,                0.22642,                0.10434,                 2.5239,                 2.8281,                 1.6586,               0.001585,               0.001585,               0.001585
                     87,                 1.9169,                 2.5031,                 1.2229,                 0.3786,                 0.2135,                0.23272,                0.10808,                 2.4277,                 2.8458,                 1.6084,               0.001486,               0.001486,               0.001486
                     88,                 1.9333,                 2.5379,                 1.2122,                0.41111,                0.20745,                0.23909,                 0.1115,                 2.4448,                  2.882,                 1.5992,               0.001387,               0.001387,               0.001387
                     89,                  2.027,                 2.4495,                 1.2256,                0.35168,                 0.2232,                0.22814,                0.09913,                 2.5189,                 2.7511,                 1.6366,               0.001288,               0.001288,               0.001288
                     90,                 2.0031,                 2.4228,                 1.2446,                0.36882,                0.23171,                0.24317,                0.10975,                 2.4856,                 2.6515,                 1.6215,               0.001189,               0.001189,               0.001189
                     91,                 1.9531,                 2.5189,                 1.2204,                0.43651,                 0.2227,                0.25144,                0.11742,                 2.3934,                 2.7233,                 1.5708,                0.00109,                0.00109,                0.00109
                     92,                 1.8798,                 2.3331,                 1.1836,                0.44474,                0.22006,                0.24455,                0.11645,                 2.4077,                 2.6776,                 1.5923,               0.000991,               0.000991,               0.000991
                     93,                 1.9365,                 2.3559,                 1.1957,                0.38051,                0.22538,                0.23701,                0.11099,                 2.5004,                 2.6471,                 1.6585,               0.000892,               0.000892,               0.000892
                     94,                 1.9552,                   2.44,                 1.2217,                0.39886,                 0.2169,                0.23747,                0.11192,                 2.4122,                 2.6431,                 1.6099,               0.000793,               0.000793,               0.000793
                     95,                 1.9444,                 2.4325,                 1.1852,                0.41572,                0.21135,                0.23536,                 0.1041,                 2.4409,                 2.7401,                 1.6115,               0.000694,               0.000694,               0.000694
                     96,                 1.9828,                 2.3753,                 1.1922,                0.40578,                0.20944,                0.23686,                0.10855,                 2.4359,                 2.6709,                 1.6329,               0.000595,               0.000595,               0.000595
                     97,                 1.8828,                  2.437,                 1.1702,                0.42398,                0.22019,                0.24387,                0.11276,                 2.4139,                 2.6759,                 1.5949,               0.000496,               0.000496,               0.000496
                     98,                 1.9361,                 2.4488,                 1.1802,                0.39896,                0.22412,                0.24463,                0.11212,                 2.4053,                   2.73,                 1.5713,               0.000397,               0.000397,               0.000397
                     99,                 1.9393,                 2.3555,                 1.1858,                0.38293,                0.22674,                0.24432,                0.11254,                 2.4077,                 2.7054,                 1.5713,               0.000298,               0.000298,               0.000298
